Graph A: 40 vertices, 250 edges
Edge thresholds: edges < 230 or edges > 270

Graph     Nodes     Edges     GED            EdgeStatus     
B139      40        249       5              IN_RANGE       
B140      40        253       9              IN_RANGE       
B141      40        245       7              IN_RANGE       
B142      40        251       5              IN_RANGE       
B143      40        252       6              IN_RANGE       
B144      40        247       5              IN_RANGE       
B145      40        248       4              IN_RANGE       
B146      40        248       4              IN_RANGE       
B147      40        249       7              IN_RANGE       
B148      40        251       7              IN_RANGE       
B149      40        251       3              IN_RANGE       
B150      40        253       7              IN_RANGE       
B151      40        250       6              IN_RANGE       
B152      40        250       4              IN_RANGE       
B153      40        245       7              IN_RANGE       
B154      40        247       5              IN_RANGE       
B155      40        250       8              IN_RANGE       
B156      40        250       2              IN_RANGE       
B157      40        252       2              IN_RANGE       
B158      40        252       4              IN_RANGE       
B159      40        249       3              IN_RANGE       
B160      40        253       3              IN_RANGE       
B161      40        248       6              IN_RANGE       
B162      40        249       3              IN_RANGE       
B163      40        249       7              IN_RANGE       
B164      40        249       9              IN_RANGE       
B165      40        247       7              IN_RANGE       
B166      40        252       4              IN_RANGE       
B167      40        255       7              IN_RANGE       
B168      40        253       5              IN_RANGE       
B169      40        253       7              IN_RANGE       
B170      40        250       4              IN_RANGE       
B171      40        247       5              IN_RANGE       
B172      40        247       7              IN_RANGE       
B173      40        248       8              IN_RANGE       
B174      40        248       10             IN_RANGE       
B175      40        251       9              IN_RANGE       
B176      40        250       6              IN_RANGE       
B177      40        255       5              IN_RANGE       
B178      40        246       4              IN_RANGE       
B179      40        248       6              IN_RANGE       
B180      40        250       4              IN_RANGE       
B181      40        251       5              IN_RANGE       
B182      40        250       4              IN_RANGE       
B183      40        250       8              IN_RANGE       
B184      40        251       3              IN_RANGE       
B185      40        251       1              IN_RANGE       
B186      40        250       4              IN_RANGE       
B187      40        248       4              IN_RANGE       
B188      40        255       7              IN_RANGE       
B189      40        249       5              IN_RANGE       
B190      40        251       7              IN_RANGE       
B191      40        254       6              IN_RANGE       
B192      40        249       7              IN_RANGE       
B193      40        248       4              IN_RANGE       
B194      40        254       8              IN_RANGE       
B195      40        251       3              IN_RANGE       
B196      40        253       5              IN_RANGE       
B197      40        252       6              IN_RANGE       
B198      40        256       10             IN_RANGE       
B199      40        250       4              IN_RANGE       
B200      40        250       2              IN_RANGE       
B201      40        252       2              IN_RANGE       
B202      40        250       4              IN_RANGE       
B203      40        249       3              IN_RANGE       
B204      40        252       2              IN_RANGE       
B205      40        245       9              IN_RANGE       
B206      40        255       9              IN_RANGE       
B207      40        253       5              IN_RANGE       
B208      40        251       7              IN_RANGE       
B209      40        248       2              IN_RANGE       
B210      40        249       5              IN_RANGE       
B211      40        249       7              IN_RANGE       
B212      40        249       5              IN_RANGE       
B213      40        250       6              IN_RANGE       
B214      40        253       9              IN_RANGE       
B215      40        250       4              IN_RANGE       
B216      40        247       9              IN_RANGE       
B217      40        253       3              IN_RANGE       
B218      40        249       5              IN_RANGE       
B219      40        246       6              IN_RANGE       
B220      40        253       3              IN_RANGE       
B221      40        248       4              IN_RANGE       
B222      40        250       6              IN_RANGE       
B223      40        252       6              IN_RANGE       
B224      40        254       6              IN_RANGE       
B225      40        250       6              IN_RANGE       
B226      40        249       5              IN_RANGE       
B227      40        250       8              IN_RANGE       
B228      40        248       2              IN_RANGE       
B229      40        253       3              IN_RANGE       
B230      40        249       5              IN_RANGE       
B231      40        252       8              IN_RANGE       
B232      40        248       6              IN_RANGE       
B233      40        249       9              IN_RANGE       
B234      40        249       7              IN_RANGE       
B235      40        251       3              IN_RANGE       
B236      40        247       3              IN_RANGE       
B237      40        249       7              IN_RANGE       
B238      40        249       3              IN_RANGE       
B239      40        250       6              IN_RANGE       
B240      40        247       7              IN_RANGE       
B241      40        251       7              IN_RANGE       
B242      40        246       4              IN_RANGE       
B243      40        251       5              IN_RANGE       
B244      40        250       8              IN_RANGE       
B245      40        254       6              IN_RANGE       
B246      40        253       11             IN_RANGE       
B247      40        250       6              IN_RANGE       
B248      40        250       4              IN_RANGE       
B249      40        251       3              IN_RANGE       
B250      40        249       5              IN_RANGE       
B251      40        250       8              IN_RANGE       
B252      40        247       5              IN_RANGE       
B253      40        245       5              IN_RANGE       
B254      40        248       4              IN_RANGE       
B255      40        254       4              IN_RANGE       
B256      40        250       4              IN_RANGE       
B257      40        248       2              IN_RANGE       
B258      40        250       4              IN_RANGE       
B259      40        251       3              IN_RANGE       
B260      40        251       5              IN_RANGE       
B261      40        250       4              IN_RANGE       
B262      40        250       4              IN_RANGE       
B263      40        248       4              IN_RANGE       
B264      40        245       5              IN_RANGE       
B265      40        244       6              IN_RANGE       
B266      40        252       4              IN_RANGE       
B267      40        248       8              IN_RANGE       
B268      40        250       6              IN_RANGE       
B269      40        251       1              IN_RANGE       
B270      40        252       4              IN_RANGE       
B271      40        248       6              IN_RANGE       
B272      40        251       7              IN_RANGE       
B273      40        251       5              IN_RANGE       
B274      40        250       6              IN_RANGE       
B275      40        252       6              IN_RANGE       
B276      40        248       6              IN_RANGE       
B277      40        250       6              IN_RANGE       
B278      40        251       3              IN_RANGE       
B279      40        253       5              IN_RANGE       
B280      40        252       4              IN_RANGE       
B281      40        246       6              IN_RANGE       
B282      40        251       7              IN_RANGE       
B283      40        248       4              IN_RANGE       
B284      40        247       7              IN_RANGE       
B285      40        248       6              IN_RANGE       
B286      40        250       4              IN_RANGE       
B287      40        251       11             IN_RANGE       
B288      40        251       7              IN_RANGE       
B289      40        251       3              IN_RANGE       
B290      40        250       4              IN_RANGE       
B291      40        249       3              IN_RANGE       
B292      40        246       8              IN_RANGE       
B293      40        249       7              IN_RANGE       
B294      40        249       5              IN_RANGE       
B295      40        251       5              IN_RANGE       
B296      40        252       4              IN_RANGE       
B297      40        248       2              IN_RANGE       
B298      40        249       5              IN_RANGE       
B299      40        253       3              IN_RANGE       
B300      40        249       5              IN_RANGE       
B301      40        252       2              IN_RANGE       
B302      40        254       4              IN_RANGE       
B303      40        249       7              IN_RANGE       
B304      40        248       2              IN_RANGE       
B305      40        250       6              IN_RANGE       
B306      40        249       3              IN_RANGE       
B307      40        248       6              IN_RANGE       
B308      40        250       2              IN_RANGE       
B309      40        247       7              IN_RANGE       
B310      40        247       5              IN_RANGE       
B311      40        246       6              IN_RANGE       
B312      40        249       5              IN_RANGE       
B313      40        249       5              IN_RANGE       
B314      40        252       8              IN_RANGE       
B315      40        250       2              IN_RANGE       
B316      40        249       7              IN_RANGE       
B317      40        248       4              IN_RANGE       
B318      40        251       11             IN_RANGE       
B319      40        249       5              IN_RANGE       
B320      40        246       8              IN_RANGE       
B321      40        250       4              IN_RANGE       
B322      40        250       10             IN_RANGE       
B323      40        249       7              IN_RANGE       
B324      40        252       8              IN_RANGE       
B325      40        250       8              IN_RANGE       
B326      40        252       6              IN_RANGE       
B327      40        251       1              IN_RANGE       
B328      40        251       3              IN_RANGE       
B329      40        249       7              IN_RANGE       
B330      40        248       2              IN_RANGE       
B331      40        253       5              IN_RANGE       
B332      40        246       6              IN_RANGE       
B333      40        249       5              IN_RANGE       
B334      40        251       3              IN_RANGE       
B335      40        247       5              IN_RANGE       
B336      40        252       6              IN_RANGE       
B337      40        248       6              IN_RANGE       
B338      40        250       2              IN_RANGE       
B339      40        249       3              IN_RANGE       
B340      40        251       5              IN_RANGE       
B341      40        249       5              IN_RANGE       
B342      40        252       6              IN_RANGE       
B343      40        248       4              IN_RANGE       
B344      40        250       4              IN_RANGE       
B345      40        251       7              IN_RANGE       
B346      40        249       7              IN_RANGE       
B347      40        247       9              IN_RANGE       
B348      40        251       7              IN_RANGE       
B349      40        252       6              IN_RANGE       
B350      40        248       4              IN_RANGE       
B351      40        250       4              IN_RANGE       
B352      40        252       6              IN_RANGE       
B353      40        248       10             IN_RANGE       
B354      40        251       7              IN_RANGE       
B355      40        248       8              IN_RANGE       
B356      40        251       5              IN_RANGE       
B357      40        253       5              IN_RANGE       
B358      40        252       8              IN_RANGE       
B359      40        248       6              IN_RANGE       
B360      40        253       7              IN_RANGE       
B361      40        251       7              IN_RANGE       
B362      40        249       3              IN_RANGE       
B363      40        252       4              IN_RANGE       
B364      40        256       6              IN_RANGE       
B365      40        251       7              IN_RANGE       
B366      40        248       6              IN_RANGE       
B367      40        254       4              IN_RANGE       
B368      40        248       4              IN_RANGE       
B369      40        249       3              IN_RANGE       
B370      40        251       7              IN_RANGE       
B371      40        248       4              IN_RANGE       
B372      40        247       7              IN_RANGE       
B373      40        249       3              IN_RANGE       
B374      40        249       5              IN_RANGE       
B375      40        251       9              IN_RANGE       
B376      40        251       9              IN_RANGE       
B377      40        254       6              IN_RANGE       
B378      40        250       4              IN_RANGE       
B379      40        249       5              IN_RANGE       
B380      40        251       5              IN_RANGE       
B381      40        250       4              IN_RANGE       
B382      40        254       6              IN_RANGE       
B383      40        254       8              IN_RANGE       
B384      40        254       6              IN_RANGE       
B385      40        248       6              IN_RANGE       
B386      40        249       3              IN_RANGE       
B387      40        251       5              IN_RANGE       
B388      40        251       3              IN_RANGE       
B389      40        248       8              IN_RANGE       
B390      40        248       4              IN_RANGE       
B391      40        252       4              IN_RANGE       
B392      40        249       9              IN_RANGE       
B393      40        248       6              IN_RANGE       
B394      40        251       5              IN_RANGE       
B395      40        248       6              IN_RANGE       
B396      40        257       9              IN_RANGE       
B397      40        251       3              IN_RANGE       
B398      40        249       5              IN_RANGE       
B399      40        255       11             IN_RANGE       
B400      40        247       3              IN_RANGE       
B401      40        251       1              IN_RANGE       
B402      40        250       4              IN_RANGE       
B403      40        248       2              IN_RANGE       
B404      40        252       8              IN_RANGE       
B405      40        248       4              IN_RANGE       
B406      40        248       6              IN_RANGE       
B407      40        254       8              IN_RANGE       
B408      40        251       3              IN_RANGE       
B409      40        250       4              IN_RANGE       
B410      40        251       7              IN_RANGE       
B411      40        251       3              IN_RANGE       
B412      40        252       8              IN_RANGE       
B413      40        246       6              IN_RANGE       
B414      40        248       6              IN_RANGE       
B415      40        253       5              IN_RANGE       
B416      40        250       8              IN_RANGE       
B417      40        248       2              IN_RANGE       
B418      40        250       8              IN_RANGE       
B419      40        254       4              IN_RANGE       
B420      40        251       5              IN_RANGE       
B421      40        247       5              IN_RANGE       
B422      40        252       8              IN_RANGE       
B423      40        250       2              IN_RANGE       
B424      40        249       3              IN_RANGE       
B425      40        248       4              IN_RANGE       
B426      40        248       6              IN_RANGE       
B427      40        251       3              IN_RANGE       
B428      40        248       8              IN_RANGE       
B429      40        253       7              IN_RANGE       
B430      40        249       3              IN_RANGE       
B431      40        253       5              IN_RANGE       
B432      40        247       5              IN_RANGE       
B433      40        252       6              IN_RANGE       
B434      40        249       5              IN_RANGE       
B435      40        251       5              IN_RANGE       
B436      40        249       5              IN_RANGE       
B437      40        250       2              IN_RANGE       
B438      40        249       3              IN_RANGE       
B439      40        253       9              IN_RANGE       
B440      40        252       8              IN_RANGE       
B441      40        245       7              IN_RANGE       
B442      40        249       1              IN_RANGE       
B443      40        252       4              IN_RANGE       
B444      40        249       9              IN_RANGE       
B445      40        246       10             IN_RANGE       
B446      40        249       3              IN_RANGE       
B447      40        251       7              IN_RANGE       
B448      40        247       5              IN_RANGE       
B449      40        252       2              IN_RANGE       
B450      40        250       6              IN_RANGE       
B451      40        250       4              IN_RANGE       
B452      40        248       4              IN_RANGE       
B453      40        249       3              IN_RANGE       
B454      40        248       6              IN_RANGE       
B455      40        250       6              IN_RANGE       
B456      40        251       3              IN_RANGE       
B457      40        255       5              IN_RANGE       
B458      40        253       3              IN_RANGE       
B459      40        247       3              IN_RANGE       
B460      40        248       4              IN_RANGE       
B461      40        248       8              IN_RANGE       
B462      40        247       7              IN_RANGE       
B463      40        252       6              IN_RANGE       
B464      40        252       4              IN_RANGE       
B465      40        250       4              IN_RANGE       
B466      40        248       6              IN_RANGE       
B467      40        249       3              IN_RANGE       
B468      40        248       8              IN_RANGE       
B469      40        250       8              IN_RANGE       
B470      40        250       2              IN_RANGE       
B471      40        252       6              IN_RANGE       
B472      40        249       3              IN_RANGE       
B473      40        247       5              IN_RANGE       
B474      40        252       8              IN_RANGE       
B475      40        248       2              IN_RANGE       
B476      40        251       5              IN_RANGE       
B477      40        251       9              IN_RANGE       
B478      40        252       4              IN_RANGE       
B479      40        247       7              IN_RANGE       
B480      40        247       3              IN_RANGE       
B481      40        250       6              IN_RANGE       
B482      40        246       6              IN_RANGE       
B483      40        249       5              IN_RANGE       
B484      40        250       6              IN_RANGE       
B485      40        250       4              IN_RANGE       
B486      40        253       9              IN_RANGE       
B487      40        248       2              IN_RANGE       
B488      40        252       4              IN_RANGE       
B489      40        245       5              IN_RANGE       
B490      40        245       5              IN_RANGE       
B491      40        250       4              IN_RANGE       
B492      40        250       6              IN_RANGE       
B493      40        245       7              IN_RANGE       
B494      40        250       2              IN_RANGE       
B495      40        252       8              IN_RANGE       
B496      40        256       10             IN_RANGE       
B497      40        249       5              IN_RANGE       
B498      40        249       5              IN_RANGE       
B499      40        252       8              IN_RANGE       
B500      40        248       4              IN_RANGE       

============================================================
STATISTICS (first 500 graphs from file B):
Graphs with GED <= 20: 500
Graphs with GED > 20: 0
Graphs with edges < 230: 0
Graphs with edges > 270: 0
Graphs with edges in range [230, 270]: 500
Graphs with different vertex count: 0
Total graphs processed: 500
